dim_browser,dim_deviceCategory,dim_date,sessions,transactions,QTY
Coc Coc,desktop,4/29/13,2,0,0
Opera,mobile,4/29/13,2,0,0
Firefox,mobile,4/29/13,1,0,0
Mozilla Compatible Agent,desktop,4/29/13,1,0,0
error,desktop,4/29/13,0,0,0
NokiaE52-1,mobile,4/29/13,0,0,0
UC Browser,mobile,4/29/13,0,0,0
Chrome,desktop,4/30/13,16377,596,1076
Safari,desktop,4/30/13,4112,94,205
Chrome,mobile,4/30/13,2766,25,20
Safari (in-app),mobile,4/30/13,1729,31,51
Internet Explorer,desktop,4/30/13,1148,30,32
Edge,desktop,4/30/13,642,7,11
Chrome,tablet,4/30/13,418,7,9
Samsung Internet,mobile,4/30/13,415,7,8
Android Webview,mobile,4/30/13,364,1,2
Internet Explorer,tablet,4/30/13,163,5,12
Safari (in-app),tablet,4/30/13,141,0,0
Amazon Silk,tablet,4/30/13,84,1,1
Firefox,mobile,4/30/13,26,0,0
Android Browser,mobile,4/30/13,24,0,0
Android Webview,tablet,4/30/13,17,1,0
Samsung Internet,tablet,4/30/13,12,0,0
error,desktop,4/30/13,10,0,0
BlackBerry,mobile,4/30/13,7,0,0
Opera,desktop,4/30/13,7,0,0
SeaMonkey,desktop,4/30/13,7,0,0
Edge,tablet,4/30/13,2,0,0
Mozilla Compatible Agent,desktop,4/30/13,2,0,0
Amazon Silk,mobile,4/30/13,0,0,0
Safari,tablet,5/1/13,11440,290,654
Safari,mobile,5/1/13,9778,69,147
Firefox,desktop,5/1/13,3490,74,182
Internet Explorer,desktop,5/1/13,913,45,65
Edge,desktop,5/1/13,475,14,8
Chrome,tablet,5/1/13,181,1,7
Samsung Internet,mobile,5/1/13,147,2,10
Amazon Silk,tablet,5/1/13,71,0,0
Firefox,mobile,5/1/13,36,0,0
Android Webview,tablet,5/1/13,25,1,0
Android Browser,mobile,5/1/13,11,0,0
error,desktop,5/1/13,8,0,0
Opera,mobile,5/1/13,7,0,0
DDG-Android-3.1.1,desktop,5/1/13,2,0,0
Mozilla,desktop,5/1/13,2,0,0
Android Browser,tablet,5/1/13,1,0,0
Coc Coc,desktop,5/1/13,1,0,0
LG-C410,mobile,5/1/13,1,0,0
SeaMonkey,desktop,5/1/13,0,0,0
UC Browser,mobile,5/1/13,0,0,0
Safari,tablet,5/2/13,8971,180,320
Safari,mobile,5/2/13,4843,114,194
Chrome,mobile,5/2/13,1486,19,38
Chrome,tablet,5/2/13,429,9,13
Samsung Internet,mobile,5/2/13,205,1,2
Internet Explorer,mobile,5/2/13,35,0,0
Opera,desktop,5/2/13,29,0,0
Firefox,mobile,5/2/13,22,1,1
Edge,mobile,5/2/13,2,0,0
Edge,tablet,5/2/13,2,0,0
Android Browser,mobile,5/2/13,1,0,0
error,desktop,5/2/13,1,0,0
Maxthon,desktop,5/2/13,0,0,0
Opera,tablet,5/2/13,0,0,0
Opera Mini,mobile,5/2/13,0,0,0
UC Browser,mobile,5/2/13,0,0,0
Safari,mobile,5/3/13,12612,123,275
Safari (in-app),mobile,5/3/13,2601,4,4
Internet Explorer,desktop,5/3/13,1646,61,0
Safari (in-app),tablet,5/3/13,561,7,7
Chrome,tablet,5/3/13,532,17,38
Edge,desktop,5/3/13,372,7,37
Amazon Silk,tablet,5/3/13,126,9,14
Samsung Internet,tablet,5/3/13,55,1,6
Internet Explorer,mobile,5/3/13,14,0,0
Firefox,mobile,5/3/13,9,0,0
error,desktop,5/3/13,6,0,0
Android Browser,mobile,5/3/13,3,0,0
Android Webview,tablet,5/3/13,3,0,0
Opera,mobile,5/3/13,2,0,0
Puffin,mobile,5/3/13,2,0,0
Edge,tablet,5/3/13,1,0,0
SeaMonkey,desktop,5/3/13,0,0,0
Safari,tablet,5/4/13,2536,37,61
Internet Explorer,desktop,5/4/13,2410,46,17
Safari (in-app),tablet,5/4/13,1072,4,17
Samsung Internet,mobile,5/4/13,228,0,1
Android Webview,mobile,5/4/13,191,0,0
Amazon Silk,tablet,5/4/13,79,0,0
Android Webview,tablet,5/4/13,37,0,0
Firefox,mobile,5/4/13,30,0,0
error,desktop,5/4/13,9,0,0
BlackBerry,mobile,5/4/13,8,0,0
Android Browser,mobile,5/4/13,7,0,0
Opera,desktop,5/4/13,7,0,0
Edge,mobile,5/4/13,4,0,0
Opera,mobile,5/4/13,4,0,0
Internet Explorer,mobile,5/4/13,3,0,0
Opera,tablet,5/4/13,3,0,0
Mozilla,desktop,5/4/13,2,0,0
Safari (in-app),desktop,5/4/13,2,0,0
SeaMonkey,desktop,5/4/13,2,2,3
Firefox,tablet,5/4/13,1,0,0
Maxthon,desktop,5/4/13,1,0,0
Amazon Silk,mobile,5/4/13,0,0,0
Android Browser,tablet,5/4/13,0,0,0
Edge,tablet,5/4/13,0,0,0
YelpWebView,mobile,5/4/13,0,0,0
Safari,mobile,5/5/13,10981,205,364
Chrome,desktop,5/5/13,8913,318,567
Safari,desktop,5/5/13,2666,119,229
Internet Explorer,desktop,5/5/13,1502,76,7
Chrome,mobile,5/5/13,1087,9,25
Firefox,desktop,5/5/13,1034,38,69
Safari (in-app),mobile,5/5/13,527,2,1
Android Webview,mobile,5/5/13,280,0,0
Amazon Silk,tablet,5/5/13,55,2,5
Opera,desktop,5/5/13,54,0,0
Firefox,mobile,5/5/13,34,1,2
Android Browser,mobile,5/5/13,14,0,0
SeaMonkey,desktop,5/5/13,8,0,0
Edge,mobile,5/5/13,2,0,0
Puffin,tablet,5/5/13,2,0,0
Android Webview,tablet,5/5/13,1,0,0
error,desktop,5/5/13,1,0,0
Coc Coc,desktop,5/5/13,0,0,0
Edge,tablet,5/5/13,0,0,0
Mozilla,desktop,5/5/13,0,0,0
Puffin,mobile,5/5/13,0,0,0
UC Browser,tablet,5/5/13,0,0,0
Chrome,desktop,5/6/13,5078,238,420
Safari,mobile,5/6/13,4536,53,102
Chrome,mobile,5/6/13,3515,42,63
Safari,desktop,5/6/13,2229,83,177
Edge,desktop,5/6/13,904,33,68
Internet Explorer,desktop,5/6/13,699,12,39
Android Webview,mobile,5/6/13,398,0,0
Samsung Internet,mobile,5/6/13,204,0,0
Internet Explorer,tablet,5/6/13,177,12,0
Amazon Silk,tablet,5/6/13,65,0,0
Android Webview,tablet,5/6/13,60,0,0
DESKTOP,desktop,5/6/13,27,0,0
Firefox,mobile,5/6/13,7,0,0
error,desktop,5/6/13,6,0,0
Edge,mobile,5/6/13,3,0,0
Mozilla,desktop,5/6/13,3,0,0
Android Browser,mobile,5/6/13,2,0,0
Coc Coc,desktop,5/6/13,2,0,0
SeaMonkey,desktop,5/6/13,2,0,0
(not set),mobile,5/6/13,0,0,0
Safari,desktop,5/7/13,6225,203,425
Chrome,desktop,5/7/13,4439,137,271
Internet Explorer,mobile,5/7/13,1920,14,25
Edge,desktop,5/7/13,1351,40,65
Firefox,desktop,5/7/13,1054,35,52
Safari (in-app),tablet,5/7/13,815,2,5
Safari (in-app),mobile,5/7/13,613,0,0
Internet Explorer,desktop,5/7/13,537,13,38
Amazon Silk,tablet,5/7/13,298,10,10
Chrome,tablet,5/7/13,268,4,5
Samsung Internet,tablet,5/7/13,31,0,0
Android Browser,tablet,5/7/13,3,0,0
UC Browser,mobile,5/7/13,3,0,0
MRCHROME,desktop,5/7/13,2,0,0
Opera,tablet,5/7/13,2,0,0
(not set),mobile,5/7/13,1,0,0
error,desktop,5/7/13,1,0,0
Firefox,tablet,5/7/13,1,0,0
Maxthon,desktop,5/7/13,1,0,0
Mozilla,desktop,5/7/13,1,0,0
Puffin,desktop,5/7/13,1,0,0
SeaMonkey,desktop,5/7/13,1,3,2
Coc Coc,desktop,5/7/13,0,0,0
Chrome,desktop,5/8/13,9209,271,649
Safari,desktop,5/8/13,4308,177,358
Internet Explorer,desktop,5/8/13,1652,45,0
Firefox,desktop,5/8/13,1644,31,44
Safari (in-app),tablet,5/8/13,901,10,16
Safari (in-app),mobile,5/8/13,519,0,4
Edge,desktop,5/8/13,466,12,31
Android Webview,mobile,5/8/13,288,0,0
Chrome,tablet,5/8/13,232,4,8
Internet Explorer,mobile,5/8/13,131,1,2
Internet Explorer,tablet,5/8/13,59,1,0
Amazon Silk,tablet,5/8/13,34,0,0
Android Webview,tablet,5/8/13,31,0,0
BlackBerry,mobile,5/8/13,24,0,0
Android Browser,mobile,5/8/13,9,0,0
Maxthon,desktop,5/8/13,5,0,0
Opera,desktop,5/8/13,5,0,0
Opera,mobile,5/8/13,5,0,0
Firefox,tablet,5/8/13,1,0,0
NetFront,desktop,5/8/13,1,0,0
YaBrowser,mobile,5/8/13,1,0,0
error,desktop,5/8/13,0,0,0
Mozilla Compatible Agent,desktop,5/8/13,0,0,0
Safari,mobile,5/9/13,11173,120,218
Chrome,desktop,5/9/13,10690,434,883
Safari,desktop,5/9/13,4064,171,326
Chrome,mobile,5/9/13,3800,43,68
Safari,tablet,5/9/13,2369,49,80
Edge,desktop,5/9/13,938,16,19
Chrome,tablet,5/9/13,645,14,27
Safari (in-app),tablet,5/9/13,242,2,2
Amazon Silk,tablet,5/9/13,116,4,4
Internet Explorer,tablet,5/9/13,111,3,0
Firefox,mobile,5/9/13,77,0,0
Mozilla Compatible Agent,desktop,5/9/13,46,0,0
Opera,desktop,5/9/13,21,2,0
Android Webview,tablet,5/9/13,11,0,0
Android Browser,tablet,5/9/13,9,0,0
Internet Explorer,mobile,5/9/13,9,0,0
error,desktop,5/9/13,8,0,0
Mozilla,desktop,5/9/13,4,0,0
UC Browser,mobile,5/9/13,4,0,0
NokiaC7-00,mobile,5/9/13,3,0,0
Amazon Silk,mobile,5/9/13,2,0,0
Opera,mobile,5/9/13,2,0,0
Edge,tablet,5/9/13,1,0,0
Samsung Internet,desktop,5/9/13,1,0,0
Safari,mobile,5/10/13,16994,287,461
Safari,tablet,5/10/13,3731,89,98
Chrome,mobile,5/10/13,1853,14,17
Safari (in-app),tablet,5/10/13,1148,0,0
Internet Explorer,desktop,5/10/13,1068,20,0
Edge,desktop,5/10/13,666,16,41
Safari (in-app),mobile,5/10/13,254,0,0
Android Webview,mobile,5/10/13,152,0,0
Internet Explorer,tablet,5/10/13,149,4,0
Firefox,mobile,5/10/13,31,0,0
SeaMonkey,desktop,5/10/13,11,1,2
Android Webview,tablet,5/10/13,8,0,0
BlackBerry,mobile,5/10/13,8,0,0
UC Browser,mobile,5/10/13,8,0,0
error,desktop,5/10/13,7,0,0
Opera Mini,mobile,5/10/13,5,0,0
Opera,tablet,5/10/13,4,0,0
Edge,tablet,5/10/13,3,0,1
Edge,mobile,5/10/13,2,0,0
Mozilla,desktop,5/10/13,2,0,0
Opera,desktop,5/10/13,2,0,0
Amazon Silk,mobile,5/10/13,1,0,0
Puffin,desktop,5/10/13,1,0,0
Safari (in-app),desktop,5/10/13,1,0,0
UC Browser,desktop,5/10/13,1,0,0
Iron,tablet,5/10/13,0,0,0
Safari,tablet,5/11/13,9750,159,336
Safari,desktop,5/11/13,8893,427,789
Safari,mobile,5/11/13,6992,108,171
Chrome,desktop,5/11/13,3949,168,275
Safari (in-app),mobile,5/11/13,1578,2,5
Firefox,desktop,5/11/13,1498,19,49
Chrome,tablet,5/11/13,1241,23,50
Edge,desktop,5/11/13,887,11,7
Internet Explorer,desktop,5/11/13,446,16,18
Internet Explorer,tablet,5/11/13,389,8,0
Samsung Internet,mobile,5/11/13,89,0,1
Internet Explorer,mobile,5/11/13,86,0,0
Amazon Silk,tablet,5/11/13,52,3,1
Firefox,mobile,5/11/13,12,0,0
Android Browser,tablet,5/11/13,11,0,0
Android Webview,tablet,5/11/13,11,0,0
Opera,desktop,5/11/13,11,4,8
Opera Mini,mobile,5/11/13,4,0,0
Edge,tablet,5/11/13,3,0,0
error,desktop,5/11/13,3,0,0
SeaMonkey,desktop,5/11/13,3,0,0
Amazon Silk,desktop,5/11/13,2,0,0
Firefox,tablet,5/11/13,2,0,0
Maxthon,desktop,5/11/13,2,0,0
YaBrowser,desktop,5/11/13,2,0,0
Mozilla Compatible Agent,desktop,5/11/13,1,0,0
Opera,tablet,5/11/13,0,0,0
Safari,mobile,5/12/13,13457,225,353
Chrome,desktop,5/12/13,11838,531,955
Safari,tablet,5/12/13,4527,108,245
Internet Explorer,desktop,5/12/13,1633,81,0
Firefox,desktop,5/12/13,943,16,48
Edge,desktop,5/12/13,921,26,34
Safari (in-app),tablet,5/12/13,660,9,9
Chrome,tablet,5/12/13,429,7,31
Amazon Silk,tablet,5/12/13,157,0,2
Samsung Internet,mobile,5/12/13,116,2,1
Samsung Internet,tablet,5/12/13,30,0,0
Opera,desktop,5/12/13,15,0,0
BlackBerry,mobile,5/12/13,6,0,0
error,desktop,5/12/13,6,0,0
Internet Explorer,mobile,5/12/13,4,0,0
osee2unifiedRelease,mobile,5/12/13,4,0,0
UC Browser,mobile,5/12/13,4,0,0
Android Browser,tablet,5/12/13,3,0,0
Maxthon,desktop,5/12/13,2,0,0
Android Browser,mobile,5/12/13,1,0,0
Mozilla,desktop,5/12/13,1,0,0
SeaMonkey,desktop,5/12/13,1,0,0
Truefitbot,desktop,5/12/13,1,0,0
BrowserNG,mobile,5/12/13,0,0,0
Chrome,desktop,5/13/13,9417,404,687
Internet Explorer,desktop,5/13/13,2044,56,63
Edge,desktop,5/13/13,1842,53,89
Firefox,desktop,5/13/13,1338,34,89
Safari (in-app),mobile,5/13/13,1140,9,8
Chrome,mobile,5/13/13,811,6,12
Safari (in-app),tablet,5/13/13,774,11,29
Chrome,tablet,5/13/13,701,25,53
Internet Explorer,tablet,5/13/13,335,22,0
Amazon Silk,tablet,5/13/13,323,9,15
Samsung Internet,mobile,5/13/13,163,1,1
Android Browser,mobile,5/13/13,44,0,0
Opera,desktop,5/13/13,31,0,0
Firefox,mobile,5/13/13,26,0,0
Android Browser,tablet,5/13/13,17,0,0
Android Webview,tablet,5/13/13,15,0,0
error,desktop,5/13/13,5,0,0
Truefitbot,desktop,5/13/13,3,0,0
Mozilla,desktop,5/13/13,2,0,0
osee2unifiedRelease,mobile,5/13/13,2,0,0
BrowserNG,mobile,5/13/13,0,0,0
UC Browser,mobile,5/13/13,0,0,0
Safari,mobile,5/14/13,7745,131,200
Safari,tablet,5/14/13,6261,142,245
Chrome,mobile,5/14/13,3166,26,45
Firefox,desktop,5/14/13,3057,70,127
Safari,desktop,5/14/13,2223,66,131
Safari (in-app),mobile,5/14/13,884,1,2
Android Webview,mobile,5/14/13,115,0,0
Firefox,mobile,5/14/13,100,2,3
Opera,desktop,5/14/13,51,0,0
error,desktop,5/14/13,10,0,0
Samsung Internet,tablet,5/14/13,10,0,0
BlackBerry,mobile,5/14/13,9,0,0
Android Browser,mobile,5/14/13,7,0,0
SeaMonkey,desktop,5/14/13,4,0,0
Android Webview,tablet,5/14/13,3,0,0
Maxthon,desktop,5/14/13,2,0,0
Mozilla Compatible Agent,desktop,5/14/13,2,0,0
Amazon Silk,desktop,5/14/13,1,0,0
Opera Mini,mobile,5/14/13,1,0,0
(not set),tablet,5/14/13,0,0,0
Edge,tablet,5/14/13,0,0,0
Safari,mobile,5/15/13,13940,178,301
Chrome,desktop,5/15/13,3326,96,171
Safari,tablet,5/15/13,2477,69,124
Internet Explorer,desktop,5/15/13,1783,35,43
Chrome,mobile,5/15/13,932,17,25
Edge,desktop,5/15/13,676,12,30
Chrome,tablet,5/15/13,620,3,11
Internet Explorer,tablet,5/15/13,340,16,4
Samsung Internet,mobile,5/15/13,316,4,3
Safari (in-app),tablet,5/15/13,288,0,0
Amazon Silk,tablet,5/15/13,209,6,10
Safari (in-app),mobile,5/15/13,120,0,1
Firefox,mobile,5/15/13,114,7,6
Android Webview,tablet,5/15/13,110,0,0
Samsung Internet,tablet,5/15/13,44,1,4
Opera,desktop,5/15/13,16,0,0
Opera,mobile,5/15/13,8,0,0
Firefox,tablet,5/15/13,7,0,0
Amazon Silk,mobile,5/15/13,6,0,0
Android Browser,mobile,5/15/13,5,0,0
BlackBerry,mobile,5/15/13,5,0,0
Android Browser,tablet,5/15/13,4,0,0
error,desktop,5/15/13,4,0,0
Internet Explorer,mobile,5/15/13,4,0,0
osee2unifiedRelease,mobile,5/15/13,3,0,0
Edge,mobile,5/15/13,2,0,0
Puffin,desktop,5/15/13,2,0,0
Amazon Silk,desktop,5/15/13,1,0,0
Iron,tablet,5/15/13,1,0,0
Samsung Internet,desktop,5/15/13,1,0,0
SeaMonkey,desktop,5/15/13,1,0,0
Mozilla Compatible Agent,desktop,5/15/13,0,0,0
Safari,tablet,5/16/13,34417,965,1633
Safari,desktop,5/16/13,10937,496,1044
Safari (in-app),mobile,5/16/13,6972,45,82
Safari (in-app),tablet,5/16/13,5349,53,106
Edge,desktop,5/16/13,3279,130,243
Internet Explorer,desktop,5/16/13,2265,57,57
Chrome,mobile,5/16/13,2011,10,14
Firefox,desktop,5/16/13,1795,50,80
Chrome,tablet,5/16/13,1765,44,117
Android Webview,mobile,5/16/13,479,2,1
Internet Explorer,tablet,5/16/13,462,18,16
Amazon Silk,tablet,5/16/13,259,3,1
Opera,desktop,5/16/13,85,2,12
Firefox,mobile,5/16/13,78,0,0
Internet Explorer,mobile,5/16/13,49,0,0
Android Webview,tablet,5/16/13,45,0,4
Edge,mobile,5/16/13,41,0,0
Android Browser,mobile,5/16/13,25,0,0
error,desktop,5/16/13,17,0,0
Mozilla,desktop,5/16/13,7,2,3
Amazon Silk,mobile,5/16/13,5,0,0
Opera,mobile,5/16/13,5,0,0
Opera Mini,mobile,5/16/13,5,0,0
SeaMonkey,desktop,5/16/13,5,0,0
YaBrowser,desktop,5/16/13,5,0,0
Android Browser,tablet,5/16/13,4,0,0
BlackBerry,mobile,5/16/13,4,0,0
MRCHROME,desktop,5/16/13,4,0,0
Maxthon,desktop,5/16/13,3,0,0
Opera,tablet,5/16/13,3,0,0
Edge,tablet,5/16/13,2,0,0
osee2unifiedRelease,mobile,5/16/13,2,0,0
(not set),mobile,5/16/13,1,0,0
Amazon Silk,desktop,5/16/13,1,0,0
Coc Coc,desktop,5/16/13,1,0,0
Mozilla Compatible Agent,desktop,5/16/13,1,0,0
Truefitbot,desktop,5/16/13,1,0,0
UC Browser,mobile,5/16/13,1,0,0
BrowserNG,mobile,5/16/13,0,0,0
Puffin,mobile,5/16/13,0,0,0
Safari,mobile,5/17/13,28286,340,669
Safari,tablet,5/17/13,14414,315,602
Chrome,desktop,5/17/13,12842,380,700
Safari,desktop,5/17/13,6072,351,653
Chrome,mobile,5/17/13,5184,60,95
Firefox,desktop,5/17/13,2729,98,207
Edge,desktop,5/17/13,1048,7,24
Internet Explorer,desktop,5/17/13,978,33,1
Internet Explorer,tablet,5/17/13,389,17,0
Android Webview,mobile,5/17/13,385,0,0
Chrome,tablet,5/17/13,370,10,7
Amazon Silk,tablet,5/17/13,91,0,0
Android Webview,tablet,5/17/13,32,0,0
Internet Explorer,mobile,5/17/13,25,0,0
Amazon Silk,mobile,5/17/13,19,0,0
Firefox,mobile,5/17/13,14,0,0
error,desktop,5/17/13,12,0,0
Opera,desktop,5/17/13,12,1,2
Samsung Internet,tablet,5/17/13,12,0,0
SeaMonkey,desktop,5/17/13,11,2,2
Android Browser,mobile,5/17/13,8,0,0
Maxthon,desktop,5/17/13,3,0,0
BlackBerry,mobile,5/17/13,1,0,0
Firefox,tablet,5/17/13,1,0,0
Coc Coc,desktop,5/17/13,0,0,0
Safari,mobile,5/18/13,12784,387,869
Safari,tablet,5/18/13,10760,159,216
Chrome,desktop,5/18/13,10001,291,487
Internet Explorer,desktop,5/18/13,7945,320,585
Safari (in-app),mobile,5/18/13,6278,37,65
Chrome,mobile,5/18/13,4572,48,88
Edge,desktop,5/18/13,3981,129,204
Firefox,desktop,5/18/13,3303,146,250
Safari,desktop,5/18/13,3181,161,315
Safari (in-app),tablet,5/18/13,2769,24,47
Android Webview,mobile,5/18/13,994,1,6
Samsung Internet,mobile,5/18/13,292,3,6
Internet Explorer,tablet,5/18/13,290,3,4
Amazon Silk,tablet,5/18/13,200,3,0
Opera,desktop,5/18/13,66,3,8
Android Webview,tablet,5/18/13,53,0,0
Samsung Internet,tablet,5/18/13,33,2,3
Opera,tablet,5/18/13,26,0,0
error,desktop,5/18/13,24,0,0
BlackBerry,mobile,5/18/13,22,0,0
Android Browser,mobile,5/18/13,16,0,0
Firefox,mobile,5/18/13,15,3,0
NokiaE52-1,mobile,5/18/13,5,0,0
Opera Mini,mobile,5/18/13,5,0,0
Edge,mobile,5/18/13,4,0,0
(not set),mobile,5/18/13,2,0,0
Mozilla,desktop,5/18/13,2,0,0
Opera,mobile,5/18/13,2,0,0
osee2unifiedRelease,mobile,5/18/13,2,0,0
SeaMonkey,desktop,5/18/13,2,0,0
YaBrowser,desktop,5/18/13,2,0,0
NokiaC7-00,mobile,5/18/13,1,0,0
Android Browser,tablet,5/18/13,0,0,0
Edge,tablet,5/18/13,0,0,0
Maxthon,desktop,5/18/13,0,0,0
Safari,desktop,5/19/13,31501,820,1484
Chrome,desktop,5/19/13,31489,997,1933
Safari,tablet,5/19/13,13930,303,541
Safari,mobile,5/19/13,11725,112,204
Internet Explorer,desktop,5/19/13,4971,113,29
Firefox,desktop,5/19/13,2876,107,193
Chrome,mobile,5/19/13,1781,6,19
Edge,desktop,5/19/13,1392,74,109
Safari (in-app),mobile,5/19/13,1290,4,8
Internet Explorer,tablet,5/19/13,777,33,19
Chrome,tablet,5/19/13,645,20,26
Amazon Silk,tablet,5/19/13,374,1,1
Safari (in-app),tablet,5/19/13,338,3,8
Internet Explorer,mobile,5/19/13,152,4,7
Samsung Internet,tablet,5/19/13,58,0,0
Firefox,mobile,5/19/13,26,0,0
Edge,mobile,5/19/13,24,0,0
Opera,desktop,5/19/13,24,0,0
Android Webview,tablet,5/19/13,18,0,0
error,desktop,5/19/13,14,0,0
BlackBerry,mobile,5/19/13,9,0,0
Android Browser,mobile,5/19/13,4,0,0
Mozilla,desktop,5/19/13,4,0,0
Opera Mini,mobile,5/19/13,4,0,0
SeaMonkey,desktop,5/19/13,4,2,0
TimesTablet,tablet,5/19/13,3,0,0
UC Browser,mobile,5/19/13,3,0,0
DDG-Android-3.1.1,desktop,5/19/13,2,0,0
Maxthon,desktop,5/19/13,2,0,0
YaBrowser,desktop,5/19/13,2,0,0
Firefox,tablet,5/19/13,1,0,0
osee2unifiedRelease,mobile,5/19/13,0,0,0
YaBrowser,mobile,5/19/13,0,0,0
Safari,desktop,5/20/13,4692,159,335
Safari,tablet,5/20/13,4352,159,321
Safari,mobile,5/20/13,4004,56,91
Internet Explorer,desktop,5/20/13,2191,32,0
Safari (in-app),mobile,5/20/13,610,1,11
Chrome,tablet,5/20/13,521,26,47
Samsung Internet,mobile,5/20/13,132,2,2
Amazon Silk,tablet,5/20/13,82,3,5
Opera,desktop,5/20/13,32,0,0
BlackBerry,mobile,5/20/13,14,2,1
Internet Explorer,mobile,5/20/13,11,0,0
error,desktop,5/20/13,7,0,0
Edge,mobile,5/20/13,6,0,0
Firefox,mobile,5/20/13,5,0,0
Android Browser,tablet,5/20/13,4,0,0
Iron,tablet,5/20/13,2,0,0
Mozilla,desktop,5/20/13,2,0,0
BlackBerry,tablet,5/20/13,1,0,0
Firefox,tablet,5/20/13,1,0,0
Opera,tablet,5/20/13,1,0,0
SeaMonkey,desktop,5/20/13,1,0,0
UC Browser,mobile,5/20/13,1,0,0
YaBrowser,desktop,5/20/13,1,0,0
Opera Mini,mobile,5/20/13,0,0,0
Safari,mobile,5/21/13,13183,314,468
Safari,desktop,5/21/13,6356,195,444
Firefox,desktop,5/21/13,2158,58,101
Internet Explorer,desktop,5/21/13,1182,43,67
Safari (in-app),tablet,5/21/13,460,16,6
Amazon Silk,tablet,5/21/13,189,1,0
Samsung Internet,mobile,5/21/13,188,0,0
Safari (in-app),mobile,5/21/13,156,0,1
Android Webview,mobile,5/21/13,125,0,0
Opera,desktop,5/21/13,32,1,1
Android Webview,tablet,5/21/13,26,0,0
Mozilla,desktop,5/21/13,6,0,0
error,desktop,5/21/13,4,0,0
Amazon Silk,mobile,5/21/13,3,0,0
Edge,mobile,5/21/13,3,0,0
Opera,mobile,5/21/13,3,0,0
UC Browser,mobile,5/21/13,3,0,0
Firefox,tablet,5/21/13,1,0,1
Internet Explorer,mobile,5/21/13,0,0,0
SeaMonkey,desktop,5/21/13,0,0,0
Safari,tablet,5/22/13,12549,207,356
Chrome,desktop,5/22/13,10710,236,511
Safari,mobile,5/22/13,7779,82,161
Safari,desktop,5/22/13,5374,248,530
Internet Explorer,desktop,5/22/13,1421,48,0
Chrome,mobile,5/22/13,1332,9,18
Edge,desktop,5/22/13,942,30,59
Samsung Internet,mobile,5/22/13,661,8,15
Android Webview,mobile,5/22/13,396,0,0
Chrome,tablet,5/22/13,243,5,10
Safari (in-app),tablet,5/22/13,210,3,5
Amazon Silk,tablet,5/22/13,99,2,0
Android Webview,tablet,5/22/13,60,0,0
Internet Explorer,tablet,5/22/13,50,0,0
Amazon Silk,mobile,5/22/13,21,0,0
BlackBerry,mobile,5/22/13,20,0,0
Internet Explorer,mobile,5/22/13,11,0,0
Samsung Internet,tablet,5/22/13,11,0,0
Firefox,mobile,5/22/13,10,1,2
error,desktop,5/22/13,9,0,0
Android Browser,mobile,5/22/13,7,0,0
Android Browser,tablet,5/22/13,7,0,0
Edge,mobile,5/22/13,6,0,0
Opera,desktop,5/22/13,4,0,4
Iron,mobile,5/22/13,3,0,0
SeaMonkey,desktop,5/22/13,3,0,0
Firefox,tablet,5/22/13,2,0,0
Maxthon,desktop,5/22/13,2,0,0
DDG-Android-3.1.1,desktop,5/22/13,1,0,0
Opera,mobile,5/22/13,0,0,0
osee2unifiedRelease,mobile,5/22/13,0,0,0
Safari,desktop,5/23/13,5362,277,551
Firefox,desktop,5/23/13,1610,66,118
Chrome,mobile,5/23/13,701,2,6
Safari (in-app),mobile,5/23/13,541,2,2
Samsung Internet,mobile,5/23/13,239,2,0
Safari (in-app),tablet,5/23/13,129,0,0
Opera,desktop,5/23/13,38,0,0
Firefox,mobile,5/23/13,34,0,0
Android Webview,tablet,5/23/13,23,0,0
Maxthon,desktop,5/23/13,19,0,0
Internet Explorer,mobile,5/23/13,9,0,0
Android Browser,mobile,5/23/13,7,0,0
Amazon Silk,mobile,5/23/13,4,0,0
Opera,mobile,5/23/13,3,0,0
Android Browser,tablet,5/23/13,2,0,0
BlackBerry,mobile,5/23/13,2,0,0
error,desktop,5/23/13,2,0,0
Mozilla,desktop,5/23/13,2,0,0
Opera,tablet,5/23/13,2,0,0
UC Browser,mobile,5/23/13,2,0,0
Amazon Silk,desktop,5/23/13,1,0,0
Edge,mobile,5/23/13,1,0,0
Iron,tablet,5/23/13,1,0,0
SeaMonkey,desktop,5/23/13,1,0,0
Samsung Internet,desktop,5/23/13,0,0,0
Chrome,desktop,5/24/13,14072,324,527
Safari,mobile,5/24/13,4927,79,139
Safari (in-app),mobile,5/24/13,1742,13,21
Firefox,desktop,5/24/13,1625,52,131
Edge,desktop,5/24/13,308,8,9
Samsung Internet,mobile,5/24/13,213,0,0
Internet Explorer,tablet,5/24/13,164,4,16
Amazon Silk,tablet,5/24/13,39,0,0
Internet Explorer,mobile,5/24/13,29,0,0
Firefox,mobile,5/24/13,28,0,0
BlackBerry,mobile,5/24/13,16,0,0
Edge,mobile,5/24/13,8,0,0
Android Browser,mobile,5/24/13,7,0,0
Mozilla,desktop,5/24/13,6,0,0
Android Webview,tablet,5/24/13,4,0,0
error,desktop,5/24/13,3,0,0
Opera,mobile,5/24/13,3,0,0
UC Browser,mobile,5/24/13,3,0,0
SeaMonkey,desktop,5/24/13,2,0,0
Amazon Silk,mobile,5/24/13,1,0,0
Android Browser,tablet,5/24/13,1,0,0
osee2unifiedRelease,mobile,5/24/13,1,0,0
